# wave	flux	error	model
# 
1.398339965820312500e+03 7.561389207839965820e-01 5.837516114115715027e-02 6.584306300260125422e-01
1.398369873046875000e+03 7.349395751953125000e-01 5.812027677893638611e-02 6.582507789640243967e-01
1.398399780273437500e+03 7.105879783630371094e-01 5.698249489068984985e-02 6.660696784955051353e-01
1.398429809570312500e+03 7.498553991317749023e-01 5.972740054130554199e-02 6.813601092768319933e-01
1.398459716796875000e+03 8.231233954429626465e-01 6.131377071142196655e-02 7.030904909698733052e-01
1.398489624023437500e+03 8.349727392196655273e-01 6.207355856895446777e-02 7.298117800401511257e-01
1.398519531250000000e+03 8.382375836372375488e-01 6.155235692858695984e-02 7.597940692218891900e-01
1.398549438476562500e+03 7.818226218223571777e-01 5.951460078358650208e-02 7.912038440330049216e-01
1.398579345703125000e+03 6.417757868766784668e-01 5.477842316031455994e-02 8.222982763389572458e-01
1.398609252929687500e+03 6.945489645004272461e-01 5.636549741029739380e-02 8.516020010177502986e-01
1.398639160156250000e+03 7.383733987808227539e-01 5.885421112179756165e-02 8.780320494201724335e-01
1.398669067382812500e+03 1.024442553520202637e+00 6.815250962972640991e-02 9.009496762658737445e-01
1.398698974609375000e+03 8.385639190673828125e-01 6.523699313402175903e-02 9.201381759337754485e-01
1.398728881835937500e+03 1.010815382003784180e+00 6.756469607353210449e-02 9.357243393355365590e-01
1.398758789062500000e+03 1.027469396591186523e+00 6.794055551290512085e-02 9.480710592832143346e-01
1.398788696289062500e+03 9.059842824935913086e-01 6.471874564886093140e-02 9.576681659984990214e-01
1.398818603515625000e+03 1.044338464736938477e+00 6.908190250396728516e-02 9.650408985458359679e-01
1.398848510742187500e+03 1.096538066864013672e+00 7.002145797014236450e-02 9.706852653773311301e-01
1.398878417968750000e+03 9.791221618652343750e-01 6.659787148237228394e-02 9.750307997490333944e-01
1.398908325195312500e+03 9.746895432472229004e-01 6.627824157476425171e-02 9.784257576358151853e-01
1.398938232421875000e+03 9.810020923614501953e-01 6.713619083166122437e-02 9.811377204639650795e-01
1.398968139648437500e+03 9.859337806701660156e-01 6.767841428518295288e-02 9.833629243366941441e-01
1.398998046875000000e+03 1.119296431541442871e+00 7.098785042762756348e-02 9.852392461151919800e-01
1.399027954101562500e+03 9.867286682128906250e-01 6.656416505575180054e-02 9.868596406326449744e-01
1.399057861328125000e+03 1.149087786674499512e+00 7.195733487606048584e-02 9.882843493011278513e-01
1.399087768554687500e+03 1.125195503234863281e+00 7.142382115125656128e-02 9.895511767247243684e-01
1.399117675781250000e+03 1.061733484268188477e+00 6.993158906698226929e-02 9.906836341778323396e-01
1.399147583007812500e+03 9.745904207229614258e-01 6.688650697469711304e-02 9.916969832619293435e-01
1.399177490234375000e+03 9.844615459442138672e-01 6.678904592990875244e-02 9.926023554239160607e-01
1.399207397460937500e+03 1.025538563728332520e+00 6.825455278158187866e-02 9.934092399188865219e-01
1.399237304687500000e+03 1.035457611083984375e+00 6.843275576829910278e-02 9.941267123745409773e-01
1.399267211914062500e+03 9.750670194625854492e-01 6.683313846588134766e-02 9.947638011061699093e-01
1.399297119140625000e+03 1.050606489181518555e+00 6.858373433351516724e-02 9.953293592281410307e-01
1.399327026367187500e+03 9.662669301033020020e-01 6.623629480600357056e-02 9.958317400404461672e-01
1.399356933593750000e+03 1.004171967506408691e+00 6.703620404005050659e-02 9.962784816341179184e-01
1.399386840820312500e+03 1.001802206039428711e+00 6.731292605400085449e-02 9.966761139698474548e-01
1.399416748046875000e+03 8.616489171981811523e-01 6.318408250808715820e-02 9.970301247162303149e-01
1.399446655273437500e+03 8.772648572921752930e-01 6.333910673856735229e-02 9.973450664479043271e-01
1.399476562500000000e+03 9.902737140655517578e-01 6.665907055139541626e-02 9.976247567651053139e-01
1.399506469726562500e+03 9.510036110877990723e-01 6.600394845008850098e-02 9.978725109537412985e-01
1.399536376953125000e+03 9.278529882431030273e-01 6.489403545856475830e-02 9.980913498513569460e-01
1.399566284179687500e+03 1.054285645484924316e+00 6.949613243341445923e-02 9.982841410367644386e-01
1.399596191406250000e+03 1.007461428642272949e+00 6.728817522525787354e-02 9.984536562329557885e-01
1.399626098632812500e+03 9.523971080780029297e-01 6.571310758590698242e-02 9.986025546614415438e-01
1.399656005859375000e+03 8.763342499732971191e-01 6.300680339336395264e-02 9.987333217019643827e-01
1.399685913085937500e+03 8.173413276672363281e-01 6.083574891090393066e-02 9.988481989973183595e-01
1.399715820312500000e+03 9.519499540328979492e-01 6.576357781887054443e-02 9.989491366657872184e-01
1.399745849609375000e+03 1.007324934005737305e+00 6.765110790729522705e-02 9.990377852675096371e-01
1.399775756835937500e+03 9.169505238533020020e-01 6.435376405715942383e-02 9.991155297852064576e-01
1.399805664062500000e+03 9.962772727012634277e-01 6.719949096441268921e-02 9.991835546202999518e-01
1.399835571289062500e+03 9.372050166130065918e-01 6.557927280664443970e-02 9.992429205817076054e-01
1.399865478515625000e+03 1.105427503585815430e+00 7.048545777797698975e-02 9.992946332829999445e-01
1.399895385742187500e+03 9.094671607017517090e-01 6.400752812623977661e-02 9.993396870417938782e-01
1.399925292968750000e+03 1.036457538604736328e+00 6.860674172639846802e-02 9.993790772038759762e-01
1.399955200195312500e+03 9.953044652938842773e-01 6.723123788833618164e-02 9.994137835782336277e-01
1.399985107421875000e+03 1.021400213241577148e+00 6.905239075422286987e-02 9.994447353575565129e-01
1.400015014648437500e+03 1.065645337104797363e+00 6.951189786195755005e-02 9.994727709844237751e-01
1.400044921875000000e+03 1.029112935066223145e+00 6.819445639848709106e-02 9.994986050839579361e-01
1.400074829101562500e+03 9.999279975891113281e-01 6.747817248106002808e-02 9.995228096289963116e-01
1.400104736328125000e+03 8.715925216674804688e-01 6.351934373378753662e-02 9.995458109688807324e-01
1.400134643554687500e+03 8.971542119979858398e-01 6.382076442241668701e-02 9.995679001088602078e-01
1.400164550781250000e+03 8.830725550651550293e-01 6.420109421014785767e-02 9.995892511308629436e-01
1.400194458007812500e+03 8.745822310447692871e-01 6.306520104408264160e-02 9.996099434164518183e-01
1.400224365234375000e+03 8.446084260940551758e-01 6.248340383172035217e-02 9.996299842332700969e-01
1.400254272460937500e+03 8.185715079307556152e-01 6.094511225819587708e-02 9.996493303110627338e-01
1.400284179687500000e+03 7.966862320899963379e-01 6.142964586615562439e-02 9.996679073968283147e-01
1.400314086914062500e+03 9.777072668075561523e-01 6.733196228742599487e-02 9.996856273443426311e-01
1.400343994140625000e+03 8.568408489227294922e-01 6.409914046525955200e-02 9.997024019436321352e-01
1.400373901367187500e+03 7.841060757637023926e-01 5.979476496577262878e-02 9.997181528136271922e-01
1.400403808593750000e+03 1.024440050125122070e+00 6.824418902397155762e-02 9.997328171106072414e-01
1.400433715820312500e+03 1.097825884819030762e+00 7.095305621623992920e-02 9.997463497275036470e-01
1.400463623046875000e+03 9.972218275070190430e-01 6.697258353233337402e-02 9.997587234812088663e-01
1.400493530273437500e+03 1.020358800888061523e+00 6.820327788591384888e-02 9.997699288327644984e-01
1.400523437500000000e+03 9.328942894935607910e-01 6.597340106964111328e-02 9.997799743607715950e-01
1.400553344726562500e+03 8.600718975067138672e-01 6.225994974374771118e-02 9.997888885150014726e-01
1.400583251953125000e+03 8.103065490722656250e-01 6.105071306228637695e-02 9.997967217699698095e-01
1.400613159179687500e+03 6.853181719779968262e-01 5.690462514758110046e-02 9.998035483178250304e-01
1.400643066406250000e+03 7.492889165878295898e-01 5.878288671374320984e-02 9.998094659548284469e-01
1.400672973632812500e+03 4.913969337940216064e-01 4.822853952646255493e-02 9.998145937893637702e-01
1.400702880859375000e+03 4.391486346721649170e-01 4.760407283902168274e-02 9.998190677732428089e-01
1.400732788085937500e+03 4.884905517101287842e-01 4.823844879865646362e-02 9.998230345498381189e-01
1.400762695312500000e+03 5.046905875205993652e-01 4.853827133774757385e-02 9.998266442546803745e-01
1.400792602539062500e+03 5.018084645271301270e-01 4.978168010711669922e-02 9.998300430589490695e-01
1.400822509765625000e+03 5.643244385719299316e-01 5.176316574215888977e-02 9.998333659478193525e-01
1.400852416992187500e+03 5.991356968879699707e-01 5.229316279292106628e-02 9.998367301843149590e-01
1.400882324218750000e+03 7.069589495658874512e-01 5.754767730832099915e-02 9.998402298414024170e-01
1.400912231445312500e+03 6.867208480834960938e-01 5.647156387567520142e-02 9.998439314654570254e-01
1.400942138671875000e+03 6.789745092391967773e-01 5.639442056417465210e-02 9.998478711714867684e-01
1.400972045898437500e+03 7.372216582298278809e-01 5.799201130867004395e-02 9.998520534651512692e-01
1.401001953125000000e+03 7.189677357673645020e-01 5.798014253377914429e-02 9.998564519789656657e-01
1.401031860351562500e+03 6.855227947235107422e-01 5.754218623042106628e-02 9.998610126397289299e-01
1.401061889648437500e+03 7.154446244239807129e-01 5.779607966542243958e-02 9.998656590399733757e-01
1.401091796875000000e+03 7.163116931915283203e-01 5.742524936795234680e-02 9.998702998235955430e-01
1.401121704101562500e+03 5.517023205757141113e-01 5.104941874742507935e-02 9.998748373306391990e-01
1.401151611328125000e+03 4.226053655147552490e-01 4.511571675539016724e-02 9.998791764219943090e-01
1.401181518554687500e+03 3.261725902557373047e-01 4.007311165332794189e-02 9.998832325209885408e-01
1.401211425781250000e+03 1.727986633777618408e-01 3.324407711625099182e-02 9.998869380650771133e-01
1.401241333007812500e+03 1.844975352287292480e-01 3.237897157669067383e-02 9.998902468316760439e-01
1.401271240234375000e+03 8.922800421714782715e-02 2.511856891214847565e-02 9.998931362060291539e-01
1.401301147460937500e+03 5.716956034302711487e-02 2.209799550473690033e-02 9.998956075964402501e-01
1.401331054687500000e+03 8.759284019470214844e-02 2.264077775180339813e-02 9.998976853104384332e-01
1.401360961914062500e+03 6.261294335126876831e-02 2.210639230906963348e-02 9.998994141072417019e-01
1.401390869140625000e+03 9.302067011594772339e-02 2.524987235665321350e-02 9.999008556419232141e-01
1.401420776367187500e+03 1.493758112192153931e-01 3.161833062767982483e-02 9.999020840986964087e-01
1.401450683593750000e+03 3.009956479072570801e-01 4.097558930516242981e-02 9.999031811494404343e-01
1.401480590820312500e+03 5.206096768379211426e-01 5.357011035084724426e-02 9.999042305219533189e-01
1.401510498046875000e+03 7.011151909828186035e-01 5.837343633174896240e-02 9.999053126427520644e-01
1.401540405273437500e+03 8.126723170280456543e-01 6.103698164224624634e-02 9.999064996404198880e-01
1.401570312500000000e+03 8.919284939765930176e-01 6.310282647609710693e-02 9.999078509880925392e-01
1.401600219726562500e+03 9.558746814727783203e-01 6.553259491920471191e-02 9.999094102051911959e-01
1.401630126953125000e+03 8.738386034965515137e-01 6.266427040100097656e-02 9.999112026520522445e-01
1.401660034179687500e+03 9.286282062530517578e-01 6.472541391849517822e-02 9.999132344925267812e-01
1.401689941406250000e+03 8.457071781158447266e-01 6.171870604157447815e-02 9.999154927882636379e-01
1.401719848632812500e+03 8.798756003379821777e-01 6.309525668621063232e-02 9.999179465979641801e-01
1.401749755859375000e+03 9.292492866516113281e-01 6.506880372762680054e-02 9.999205490550970854e-01
1.401779663085937500e+03 9.197170138359069824e-01 6.481766700744628906e-02 9.999232404286916287e-01
1.401809570312500000e+03 8.779563307762145996e-01 6.315532326698303223e-02 9.999259521316061772e-01
1.401839477539062500e+03 1.006502509117126465e+00 6.736319512128829956e-02 9.999286115055280311e-01
1.401869384765625000e+03 1.007679820060729980e+00 6.707201153039932251e-02 9.999311470659956180e-01
1.401899291992187500e+03 1.036848306655883789e+00 6.870813667774200439e-02 9.999334936063224433e-01
1.401929199218750000e+03 9.841949939727783203e-01 6.662793457508087158e-02 9.999355967469391038e-01
1.401959106445312500e+03 9.457654356956481934e-01 6.537181884050369263e-02 9.999374164264045461e-01
1.401989013671875000e+03 1.089882254600524902e+00 6.972107291221618652e-02 9.999389291115398093e-01
1.402018920898437500e+03 1.002685070037841797e+00 6.686040759086608887e-02 9.999401286740866590e-01
1.402048828125000000e+03 9.309566020965576172e-01 6.496149301528930664e-02 9.999410261030512448e-01
1.402078735351562500e+03 9.839145541191101074e-01 6.663443148136138916e-02 9.999416482229512848e-01
1.402108642578125000e+03 9.986371994018554688e-01 6.725302338600158691e-02 9.999420355859613974e-01
1.402138549804687500e+03 1.065559983253479004e+00 6.909689307212829590e-02 9.999422396402907198e-01
1.402168457031250000e+03 9.651221036911010742e-01 6.579531729221343994e-02 9.999423193212284566e-01
1.402198364257812500e+03 9.550002813339233398e-01 6.527534872293472290e-02 9.999423372001001731e-01
1.402228271484375000e+03 9.249706268310546875e-01 6.497787684202194214e-02 9.999423554469281106e-01
1.402258178710937500e+03 8.211855888366699219e-01 6.182418391108512878e-02 9.999424318820046009e-01
1.402288085937500000e+03 9.126730561256408691e-01 6.473909318447113037e-02 9.999426164390102789e-01
1.402317993164062500e+03 9.096181988716125488e-01 6.368900090456008911e-02 9.999429483081869741e-01
1.402347900390625000e+03 8.497651815414428711e-01 6.152381747961044312e-02 9.999434539594054261e-01
1.402377929687500000e+03 8.109148740768432617e-01 6.016024202108383179e-02 9.999441461299367617e-01
1.402407836914062500e+03 9.982457160949707031e-01 6.648495048284530640e-02 9.999450237928416696e-01
1.402437744140625000e+03 8.041076660156250000e-01 6.086695194244384766e-02 9.999460730313127765e-01
1.402467651367187500e+03 9.051428437232971191e-01 6.352399289608001709e-02 9.999472687124536519e-01
1.402497558593750000e+03 9.714842438697814941e-01 6.580162793397903442e-02 9.999485767997653429e-01
1.402527465820312500e+03 9.252385497093200684e-01 6.389712542295455933e-02 9.999499571354127925e-01
1.402557373046875000e+03 9.566743969917297363e-01 6.492928415536880493e-02 9.999513665046589894e-01
1.402587280273437500e+03 9.058766961097717285e-01 6.380361318588256836e-02 9.999527618106405225e-01
1.402617187500000000e+03 8.476456999778747559e-01 6.134981289505958557e-02 9.999541032410388386e-01
1.402647094726562500e+03 8.018186688423156738e-01 5.956099554896354675e-02 9.999553573521744454e-01
1.402677001953125000e+03 7.474804520606994629e-01 5.775252357125282288e-02 9.999565000752116406e-01
1.402706909179687500e+03 6.864549517631530762e-01 5.534290149807929993e-02 9.999575196527786813e-01
1.402736816406250000e+03 6.534724235534667969e-01 5.430752411484718323e-02 9.999584194434451012e-01
1.402766723632812500e+03 7.549749016761779785e-01 5.796525254845619202e-02 9.999592203883429509e-01
1.402796630859375000e+03 7.768165469169616699e-01 5.889326706528663635e-02 9.999599626431775468e-01
1.402826538085937500e+03 8.520022034645080566e-01 6.133958697319030762e-02 9.999607054824097840e-01
1.402856445312500000e+03 7.994357943534851074e-01 5.928213894367218018e-02 9.999615242923056702e-01
1.402886352539062500e+03 7.730668187141418457e-01 5.892472714185714722e-02 9.999625036028306768e-01
1.402916259765625000e+03 8.369213342666625977e-01 6.069537997245788574e-02 9.999637260525948701e-01
1.402946166992187500e+03 8.651821613311767578e-01 6.176369637250900269e-02 9.999652590010451592e-01
1.402976074218750000e+03 7.637842893600463867e-01 5.794368684291839600e-02 9.999671422052314185e-01
1.403005981445312500e+03 8.539724946022033691e-01 6.136361882090568542e-02 9.999693803928628721e-01
1.403035888671875000e+03 9.063655734062194824e-01 6.339849531650543213e-02 9.999719427346662748e-01
1.403065795898437500e+03 8.180413246154785156e-01 5.975912138819694519e-02 9.999747683394025755e-01
1.403095703125000000e+03 9.619693756103515625e-01 6.456855684518814087e-02 9.999777747773249681e-01
1.403125610351562500e+03 9.139696955680847168e-01 6.355669349431991577e-02 9.999808665631302329e-01
1.403155517578125000e+03 9.986292123794555664e-01 6.549721211194992065e-02 9.999839421521052873e-01
1.403185424804687500e+03 9.824591875076293945e-01 6.523689627647399902e-02 9.999868997890978273e-01
1.403215332031250000e+03 9.928201436996459961e-01 6.585507839918136597e-02 9.999896426584542475e-01
1.403245239257812500e+03 9.534480571746826172e-01 6.426109373569488525e-02 9.999920891768356856e-01
1.403275146484375000e+03 9.963039159774780273e-01 6.600900739431381226e-02 9.999941793131100765e-01
1.403305053710937500e+03 1.050796747207641602e+00 6.701704859733581543e-02 9.999958829508246438e-01
1.403334960937500000e+03 1.078504085540771484e+00 6.804498285055160522e-02 9.999972033944601879e-01
1.403364868164062500e+03 1.059356689453125000e+00 6.769459694623947144e-02 9.999981744132176997e-01
1.403394775390625000e+03 1.095307707786560059e+00 6.889563798904418945e-02 9.999988512078653580e-01
1.403424682617187500e+03 1.051651716232299805e+00 6.808039546012878418e-02 9.999992983528339652e-01
1.403454589843750000e+03 1.004525303840637207e+00 6.573688238859176636e-02 9.999995786445819990e-01
1.403484497070312500e+03 9.232769608497619629e-01 6.343527138233184814e-02 9.999997456003486551e-01
1.403514404296875000e+03 1.061438918113708496e+00 6.740523874759674072e-02 9.999998402859523461e-01
1.403544311523437500e+03 1.028241634368896484e+00 6.625565886497497559e-02 9.999998915521220999e-01
1.403574218750000000e+03 9.977418780326843262e-01 6.601253151893615723e-02 9.999999181669102510e-01
1.403604125976562500e+03 1.105960249900817871e+00 6.858864426612854004e-02 9.999999315241936415e-01
1.403634033203125000e+03 1.006366491317749023e+00 6.554277241230010986e-02 9.999999381146720268e-01
1.403663940429687500e+03 1.034776926040649414e+00 6.714466214179992676e-02 9.999999414212490390e-01
