# wave	flux	error	model
# 
1.395857543945312500e+03 1.127107143402099609e+00 7.047145068645477295e-02 9.999028982291254808e-01
1.395887451171875000e+03 1.089530587196350098e+00 6.941851228475570679e-02 9.999021393589647699e-01
1.395917358398437500e+03 1.006339550018310547e+00 6.730467081069946289e-02 9.999015004604203671e-01
1.395947265625000000e+03 1.115825772285461426e+00 7.056656479835510254e-02 9.999009288717493060e-01
1.395977172851562500e+03 9.658372998237609863e-01 6.570211797952651978e-02 9.999003198652539615e-01
1.396007080078125000e+03 1.064795136451721191e+00 6.892342120409011841e-02 9.998995559588362836e-01
1.396036987304687500e+03 9.137880802154541016e-01 6.474653631448745728e-02 9.998983647749439818e-01
1.396066894531250000e+03 1.077645301818847656e+00 6.940176337957382202e-02 9.998964718976846022e-01
1.396096801757812500e+03 1.209436893463134766e+00 7.318654656410217285e-02 9.998936046792389343e-01
1.396126708984375000e+03 1.053729295730590820e+00 6.839489936828613281e-02 9.998894854604933879e-01
1.396156616210937500e+03 1.068365931510925293e+00 6.876309216022491455e-02 9.998842525626691069e-01
1.396186523437500000e+03 9.907708168029785156e-01 6.664581596851348877e-02 9.998781071848984459e-01
1.396216430664062500e+03 1.032468557357788086e+00 6.819823384284973145e-02 9.998714509561202890e-01
1.396246337890625000e+03 1.056046605110168457e+00 6.889034807682037354e-02 9.998646145900076387e-01
1.396276245117187500e+03 1.037323117256164551e+00 6.779294461011886597e-02 9.998574903904490219e-01
1.396306152343750000e+03 9.832386374473571777e-01 6.616213917732238770e-02 9.998498731907483617e-01
1.396336059570312500e+03 1.058114767074584961e+00 6.861902773380279541e-02 9.998411771809031512e-01
1.396365966796875000e+03 1.181222677230834961e+00 7.232069224119186401e-02 9.998310680296425002e-01
1.396395874023437500e+03 1.048466324806213379e+00 6.834423542022705078e-02 9.998193826320590505e-01
1.396425781250000000e+03 1.044287085533142090e+00 6.826623529195785522e-02 9.998060571388774909e-01
1.396455688476562500e+03 9.551491141319274902e-01 6.541155278682708740e-02 9.997913461230877319e-01
1.396485595703125000e+03 9.561612010002136230e-01 6.571776419878005981e-02 9.997753560365850722e-01
1.396515502929687500e+03 1.111675620079040527e+00 7.021922618150711060e-02 9.997582662715419621e-01
1.396545410156250000e+03 1.058063507080078125e+00 6.865577399730682373e-02 9.997401307049662567e-01
1.396575317382812500e+03 1.107756972312927246e+00 7.012721151113510132e-02 9.997210998662151571e-01
1.396605224609375000e+03 1.062636613845825195e+00 6.846206635236740112e-02 9.997013977014527208e-01
1.396635131835937500e+03 1.024266362190246582e+00 6.752591580152511597e-02 9.996809222534550621e-01
1.396665039062500000e+03 1.052201390266418457e+00 6.819587200880050659e-02 9.996591418383988792e-01
1.396694946289062500e+03 1.113993048667907715e+00 7.050403207540512085e-02 9.996353357307926624e-01
1.396724853515625000e+03 9.991996288299560547e-01 6.651379913091659546e-02 9.996089831494925360e-01
1.396754760742187500e+03 1.050680637359619141e+00 6.886007636785507202e-02 9.995800184608796268e-01
1.396784667968750000e+03 8.870615959167480469e-01 6.468464434146881104e-02 9.995484385165138708e-01
1.396814575195312500e+03 9.219868183135986328e-01 6.436613947153091431e-02 9.995136436746258068e-01
1.396844482421875000e+03 7.813485264778137207e-01 6.000922620296478271e-02 9.994740527704709665e-01
1.396874389648437500e+03 6.404700875282287598e-01 5.390493944287300110e-02 9.994275814904196586e-01
1.396904296875000000e+03 7.409756183624267578e-01 5.940414220094680786e-02 9.993728563621194771e-01
1.396934204101562500e+03 7.916383743286132812e-01 6.180733814835548401e-02 9.993099262762146218e-01
1.396964111328125000e+03 9.806931018829345703e-01 6.642087548971176147e-02 9.992393858548788144e-01
1.396994018554687500e+03 1.011223673820495605e+00 6.699570268392562866e-02 9.991607432162660229e-01
1.397023925781250000e+03 1.024062752723693848e+00 6.717683374881744385e-02 9.990719794357056927e-01
1.397053833007812500e+03 9.750784635543823242e-01 6.597912311553955078e-02 9.989709603124398152e-01
1.397083740234375000e+03 9.479502439498901367e-01 6.539690494537353516e-02 9.988573505231598260e-01
1.397113769531250000e+03 9.925818443298339844e-01 6.677433848381042480e-02 9.987333500874193692e-01
1.397143676757812500e+03 1.000533461570739746e+00 6.645537912845611572e-02 9.986030617057741754e-01
1.397173583984375000e+03 1.078911185264587402e+00 6.937679648399353027e-02 9.984716373283075708e-01
1.397203491210937500e+03 9.880707263946533203e-01 6.623807549476623535e-02 9.983445440740437160e-01
1.397233398437500000e+03 9.542633891105651855e-01 6.613495945930480957e-02 9.982264412318450075e-01
1.397263305664062500e+03 9.217872023582458496e-01 6.403376907110214233e-02 9.981196215311690656e-01
1.397293212890625000e+03 1.011502981185913086e+00 6.711514294147491455e-02 9.980231020572998268e-01
1.397323120117187500e+03 9.898576140403747559e-01 6.699473410844802856e-02 9.979332950138116720e-01
1.397353027343750000e+03 1.140898585319519043e+00 7.147900015115737915e-02 9.978448957154308907e-01
1.397382934570312500e+03 1.129394531250000000e+00 7.096026092767715454e-02 9.977500191192278933e-01
1.397412841796875000e+03 1.058089494705200195e+00 6.955527514219284058e-02 9.976365279520350571e-01
1.397442749023437500e+03 9.807494282722473145e-01 6.606594473123550415e-02 9.974889371762323265e-01
1.397472656250000000e+03 9.591234326362609863e-01 6.574530154466629028e-02 9.972923932927902912e-01
1.397502563476562500e+03 9.610062837600708008e-01 6.553588807582855225e-02 9.970353503282995966e-01
1.397532470703125000e+03 9.306006431579589844e-01 6.471036374568939209e-02 9.967083918663626196e-01
1.397562377929687500e+03 1.064485788345336914e+00 6.921043992042541504e-02 9.963035079460532684e-01
1.397592285156250000e+03 1.004289865493774414e+00 6.720266491174697876e-02 9.958175660433743470e-01
1.397622192382812500e+03 9.062606096267700195e-01 6.379464268684387207e-02 9.952547595863293628e-01
1.397652099609375000e+03 9.699002504348754883e-01 6.618275493383407593e-02 9.946202370355067268e-01
1.397682006835937500e+03 1.000619769096374512e+00 6.680871546268463135e-02 9.939108072058155940e-01
1.397711914062500000e+03 9.494521021842956543e-01 6.598003208637237549e-02 9.931205236310269857e-01
1.397741821289062500e+03 1.051159977912902832e+00 6.833316385746002197e-02 9.922637943025856000e-01
1.397771728515625000e+03 1.039915204048156738e+00 6.812539696693420410e-02 9.913884529880535590e-01
1.397801635742187500e+03 1.059760689735412598e+00 6.884039938449859619e-02 9.905484645605870941e-01
1.397831542968750000e+03 9.320126771926879883e-01 6.477522104978561401e-02 9.897532388206904397e-01
1.397861450195312500e+03 1.025583624839782715e+00 6.753066927194595337e-02 9.889489068982642017e-01
1.397891357421875000e+03 9.838685393333435059e-01 6.706912070512771606e-02 9.880488429514842075e-01
1.397921264648437500e+03 1.052187085151672363e+00 6.856615841388702393e-02 9.869530156002261911e-01
1.397951171875000000e+03 1.109123945236206055e+00 7.136895507574081421e-02 9.855116724330965639e-01
1.397981079101562500e+03 1.097858309745788574e+00 6.973562389612197876e-02 9.834981622108098787e-01
1.398010986328125000e+03 1.028121113777160645e+00 6.777878850698471069e-02 9.806711894153659070e-01
1.398040893554687500e+03 9.166595339775085449e-01 6.489884108304977417e-02 9.768468476487067731e-01
1.398070800781250000e+03 8.832034468650817871e-01 6.371379643678665161e-02 9.717887085762504373e-01
1.398100708007812500e+03 1.011432170867919922e+00 6.758635491132736206e-02 9.648722618488844160e-01
1.398130615234375000e+03 8.048366308212280273e-01 6.103206053376197815e-02 9.547584290635036108e-01
1.398160522460937500e+03 8.271577954292297363e-01 6.182685121893882751e-02 9.394050316682303059e-01
1.398190429687500000e+03 7.969716787338256836e-01 6.007219851016998291e-02 9.165136949184967685e-01
1.398220336914062500e+03 6.009665727615356445e-01 5.336301028728485107e-02 8.842392611508778089e-01
1.398250244140625000e+03 5.544034242630004883e-01 5.130327120423316956e-02 8.421287535331787311e-01
1.398280151367187500e+03 5.782688856124877930e-01 5.139210820198059082e-02 7.927224934530670009e-01
1.398310058593750000e+03 6.410477757453918457e-01 5.417190864682197571e-02 7.435190456886739963e-01
1.398339965820312500e+03 7.561389207839965820e-01 5.837516114115715027e-02 7.067463835266047933e-01
1.398369873046875000e+03 7.349395751953125000e-01 5.812027677893638611e-02 6.944162168967525917e-01
1.398399780273437500e+03 7.105879783630371094e-01 5.698249489068984985e-02 7.110395688830444261e-01
1.398429809570312500e+03 7.498553991317749023e-01 5.972740054130554199e-02 7.504270026411317129e-01
1.398459716796875000e+03 8.231233954429626465e-01 6.131377071142196655e-02 7.998540534127117629e-01
1.398489624023437500e+03 8.349727392196655273e-01 6.207355856895446777e-02 8.476415737792606375e-01
1.398519531250000000e+03 8.382375836372375488e-01 6.155235692858695984e-02 8.874883394622671284e-01
1.398549438476562500e+03 7.818226218223571777e-01 5.951460078358650208e-02 9.179378312335264578e-01
1.398579345703125000e+03 6.417757868766784668e-01 5.477842316031455994e-02 9.399952048707893582e-01
1.398609252929687500e+03 6.945489645004272461e-01 5.636549741029739380e-02 9.553934299129128727e-01
1.398639160156250000e+03 7.383733987808227539e-01 5.885421112179756165e-02 9.659006960859460866e-01
1.398669067382812500e+03 1.024442553520202637e+00 6.815250962972640991e-02 9.730615458056811606e-01
1.398698974609375000e+03 8.385639190673828125e-01 6.523699313402175903e-02 9.780452740802798584e-01
1.398728881835937500e+03 1.010815382003784180e+00 6.756469607353210449e-02 9.815993563693817814e-01
1.398758789062500000e+03 1.027469396591186523e+00 6.794055551290512085e-02 9.841356397957192748e-01
1.398788696289062500e+03 9.059842824935913086e-01 6.471874564886093140e-02 9.858955990042400641e-01
1.398818603515625000e+03 1.044338464736938477e+00 6.908190250396728516e-02 9.870976461356983922e-01
1.398848510742187500e+03 1.096538066864013672e+00 7.002145797014236450e-02 9.879934376502209625e-01
1.398878417968750000e+03 9.791221618652343750e-01 6.659787148237228394e-02 9.888193419304646126e-01
1.398908325195312500e+03 9.746895432472229004e-01 6.627824157476425171e-02 9.897137866463674438e-01
1.398938232421875000e+03 9.810020923614501953e-01 6.713619083166122437e-02 9.906939562781563735e-01
1.398968139648437500e+03 9.859337806701660156e-01 6.767841428518295288e-02 9.917075259541940913e-01
1.398998046875000000e+03 1.119296431541442871e+00 7.098785042762756348e-02 9.926969757765201630e-01
1.399027954101562500e+03 9.867286682128906250e-01 6.656416505575180054e-02 9.936196849976095535e-01
1.399057861328125000e+03 1.149087786674499512e+00 7.195733487606048584e-02 9.944404958973327435e-01
1.399087768554687500e+03 1.125195503234863281e+00 7.142382115125656128e-02 9.951355080789966445e-01
1.399117675781250000e+03 1.061733484268188477e+00 6.993158906698226929e-02 9.957045264831495546e-01
1.399147583007812500e+03 9.745904207229614258e-01 6.688650697469711304e-02 9.961686133963073564e-01
1.399177490234375000e+03 9.844615459442138672e-01 6.678904592990875244e-02 9.965530755255568307e-01
1.399207397460937500e+03 1.025538563728332520e+00 6.825455278158187866e-02 9.968778296916172010e-01
1.399237304687500000e+03 1.035457611083984375e+00 6.843275576829910278e-02 9.971610226897760221e-01
1.399267211914062500e+03 9.750670194625854492e-01 6.683313846588134766e-02 9.974225841459893882e-01
1.399297119140625000e+03 1.050606489181518555e+00 6.858373433351516724e-02 9.976797129939074527e-01
1.399327026367187500e+03 9.662669301033020020e-01 6.623629480600357056e-02 9.979383359443736445e-01
1.399356933593750000e+03 1.004171967506408691e+00 6.703620404005050659e-02 9.981906510308894420e-01
1.399386840820312500e+03 1.001802206039428711e+00 6.731292605400085449e-02 9.984219770738774757e-01
1.399416748046875000e+03 8.616489171981811523e-01 6.318408250808715820e-02 9.986207056126217285e-01
1.399446655273437500e+03 8.772648572921752930e-01 6.333910673856735229e-02 9.987834957888528375e-01
1.399476562500000000e+03 9.902737140655517578e-01 6.665907055139541626e-02 9.989136658947646019e-01
1.399506469726562500e+03 9.510036110877990723e-01 6.600394845008850098e-02 9.990173434281475195e-01
1.399536376953125000e+03 9.278529882431030273e-01 6.489403545856475830e-02 9.991015639787842462e-01
1.399566284179687500e+03 1.054285645484924316e+00 6.949613243341445923e-02 9.991737209490921812e-01
1.399596191406250000e+03 1.007461428642272949e+00 6.728817522525787354e-02 9.992404264163586847e-01
1.399626098632812500e+03 9.523971080780029297e-01 6.571310758590698242e-02 9.993059613836422495e-01
1.399656005859375000e+03 8.763342499732971191e-01 6.300680339336395264e-02 9.993714459420642848e-01
1.399685913085937500e+03 8.173413276672363281e-01 6.083574891090393066e-02 9.994352322334850713e-01
1.399715820312500000e+03 9.519499540328979492e-01 6.576357781887054443e-02 9.994941100876150175e-01
1.399745849609375000e+03 1.007324934005737305e+00 6.765110790729522705e-02 9.995449164890288785e-01
1.399775756835937500e+03 9.169505238533020020e-01 6.435376405715942383e-02 9.995859788277206004e-01
1.399805664062500000e+03 9.962772727012634277e-01 6.719949096441268921e-02 9.996175734573826688e-01
1.399835571289062500e+03 9.372050166130065918e-01 6.557927280664443970e-02 9.996414568646565524e-01
1.399865478515625000e+03 1.105427503585815430e+00 7.048545777797698975e-02 9.996599023594188171e-01
1.399895385742187500e+03 9.094671607017517090e-01 6.400752812623977661e-02 9.996748899387202236e-01
1.399925292968750000e+03 1.036457538604736328e+00 6.860674172639846802e-02 9.996878366837166352e-01
1.399955200195312500e+03 9.953044652938842773e-01 6.723123788833618164e-02 9.996995028629125368e-01
1.399985107421875000e+03 1.021400213241577148e+00 6.905239075422286987e-02 9.997104474171855104e-01
1.400015014648437500e+03 1.065645337104797363e+00 6.951189786195755005e-02 9.997211172882067842e-01
1.400044921875000000e+03 1.029112935066223145e+00 6.819445639848709106e-02 9.997319073193620120e-01
1.400074829101562500e+03 9.999279975891113281e-01 6.747817248106002808e-02 9.997431876134692530e-01
1.400104736328125000e+03 8.715925216674804688e-01 6.351934373378753662e-02 9.997549849380290565e-01
1.400134643554687500e+03 8.971542119979858398e-01 6.382076442241668701e-02 9.997673930572898993e-01
1.400164550781250000e+03 8.830725550651550293e-01 6.420109421014785767e-02 9.997800259710971638e-01
1.400194458007812500e+03 8.745822310447692871e-01 6.306520104408264160e-02 9.997925053731347989e-01
1.400224365234375000e+03 8.446084260940551758e-01 6.248340383172035217e-02 9.998043060393340120e-01
1.400254272460937500e+03 8.185715079307556152e-01 6.094511225819587708e-02 9.998152217251323748e-01
1.400284179687500000e+03 7.966862320899963379e-01 6.142964586615562439e-02 9.998252371497118318e-01
1.400314086914062500e+03 9.777072668075561523e-01 6.733196228742599487e-02 9.998346538112887760e-01
1.400343994140625000e+03 8.568408489227294922e-01 6.409914046525955200e-02 9.998438946222403256e-01
1.400373901367187500e+03 7.841060757637023926e-01 5.979476496577262878e-02 9.998531203060307959e-01
1.400403808593750000e+03 1.024440050125122070e+00 6.824418902397155762e-02 9.998621326496702766e-01
1.400433715820312500e+03 1.097825884819030762e+00 7.095305621623992920e-02 9.998704719815526554e-01
1.400463623046875000e+03 9.972218275070190430e-01 6.697258353233337402e-02 9.998777840991700527e-01
1.400493530273437500e+03 1.020358800888061523e+00 6.820327788591384888e-02 9.998840621548924501e-01
1.400523437500000000e+03 9.328942894935607910e-01 6.597340106964111328e-02 9.998892336088324173e-01
1.400553344726562500e+03 8.600718975067138672e-01 6.225994974374771118e-02 9.998935697434522263e-01
1.400583251953125000e+03 8.103065490722656250e-01 6.105071306228637695e-02 9.998972178116314335e-01
1.400613159179687500e+03 6.853181719779968262e-01 5.690462514758110046e-02 9.999003991119765899e-01
1.400643066406250000e+03 7.492889165878295898e-01 5.878288671374320984e-02 9.999031463746820281e-01
1.400672973632812500e+03 4.913969337940216064e-01 4.822853952646255493e-02 9.999054284315280761e-01
1.400702880859375000e+03 4.391486346721649170e-01 4.760407283902168274e-02 9.999071628223316077e-01
1.400732788085937500e+03 4.884905517101287842e-01 4.823844879865646362e-02 9.999084009201398837e-01
1.400762695312500000e+03 5.046905875205993652e-01 4.853827133774757385e-02 9.999092269329000748e-01
1.400792602539062500e+03 5.018084645271301270e-01 4.978168010711669922e-02 9.999097729283239477e-01
1.400822509765625000e+03 5.643244385719299316e-01 5.176316574215888977e-02 9.999102432549951125e-01
1.400852416992187500e+03 5.991356968879699707e-01 5.229316279292106628e-02 9.999107303916614509e-01
1.400882324218750000e+03 7.069589495658874512e-01 5.754767730832099915e-02 9.999114589184465718e-01
1.400912231445312500e+03 6.867208480834960938e-01 5.647156387567520142e-02 9.999127433724572800e-01
1.400942138671875000e+03 6.789745092391967773e-01 5.639442056417465210e-02 9.999147056817874191e-01
1.400972045898437500e+03 7.372216582298278809e-01 5.799201130867004395e-02 9.999174400203736379e-01
1.401001953125000000e+03 7.189677357673645020e-01 5.798014253377914429e-02 9.999206288850205349e-01
1.401031860351562500e+03 6.855227947235107422e-01 5.754218623042106628e-02 9.999239993236229695e-01
1.401061889648437500e+03 7.154446244239807129e-01 5.779607966542243958e-02 9.999274016845112190e-01
1.401091796875000000e+03 7.163116931915283203e-01 5.742524936795234680e-02 9.999307873354613685e-01
1.401121704101562500e+03 5.517023205757141113e-01 5.104941874742507935e-02 9.999341301508910540e-01
1.401151611328125000e+03 4.226053655147552490e-01 4.511571675539016724e-02 9.999373203448398417e-01
1.401181518554687500e+03 3.261725902557373047e-01 4.007311165332794189e-02 9.999401943191630338e-01
1.401211425781250000e+03 1.727986633777618408e-01 3.324407711625099182e-02 9.999427038374099075e-01
1.401241333007812500e+03 1.844975352287292480e-01 3.237897157669067383e-02 9.999447506580660949e-01
1.401271240234375000e+03 8.922800421714782715e-02 2.511856891214847565e-02 9.999463074434368215e-01
1.401301147460937500e+03 5.716956034302711487e-02 2.209799550473690033e-02 9.999474513031226808e-01
1.401331054687500000e+03 8.759284019470214844e-02 2.264077775180339813e-02 9.999482415621335774e-01
1.401360961914062500e+03 6.261294335126876831e-02 2.210639230906963348e-02 9.999487209554851486e-01
1.401390869140625000e+03 9.302067011594772339e-02 2.524987235665321350e-02 9.999489149573009827e-01
1.401420776367187500e+03 1.493758112192153931e-01 3.161833062767982483e-02 9.999488979484194573e-01
1.401450683593750000e+03 3.009956479072570801e-01 4.097558930516242981e-02 9.999488061930085214e-01
1.401480590820312500e+03 5.206096768379211426e-01 5.357011035084724426e-02 9.999487135319313769e-01
1.401510498046875000e+03 7.011151909828186035e-01 5.837343633174896240e-02 9.999486368280970927e-01
1.401540405273437500e+03 8.126723170280456543e-01 6.103698164224624634e-02 9.999486758032241074e-01
1.401570312500000000e+03 8.919284939765930176e-01 6.310282647609710693e-02 9.999488570691701383e-01
1.401600219726562500e+03 9.558746814727783203e-01 6.553259491920471191e-02 9.999492748575267154e-01
1.401630126953125000e+03 8.738386034965515137e-01 6.266427040100097656e-02 9.999500135664813882e-01
1.401660034179687500e+03 9.286282062530517578e-01 6.472541391849517822e-02 9.999510790351392453e-01
1.401689941406250000e+03 8.457071781158447266e-01 6.171870604157447815e-02 9.999524712920790925e-01
1.401719848632812500e+03 8.798756003379821777e-01 6.309525668621063232e-02 9.999541891135848015e-01
1.401749755859375000e+03 9.292492866516113281e-01 6.506880372762680054e-02 9.999561598631908632e-01
1.401779663085937500e+03 9.197170138359069824e-01 6.481766700744628906e-02 9.999582214084788978e-01
1.401809570312500000e+03 8.779563307762145996e-01 6.315532326698303223e-02 9.999602731887188289e-01
1.401839477539062500e+03 1.006502509117126465e+00 6.736319512128829956e-02 9.999622458577160922e-01
1.401869384765625000e+03 1.007679820060729980e+00 6.707201153039932251e-02 9.999641864927398816e-01
1.401899291992187500e+03 1.036848306655883789e+00 6.870813667774200439e-02 9.999660310616461656e-01
1.401929199218750000e+03 9.841949939727783203e-01 6.662793457508087158e-02 9.999676985035524934e-01
1.401959106445312500e+03 9.457654356956481934e-01 6.537181884050369263e-02 9.999690924009742021e-01
1.401989013671875000e+03 1.089882254600524902e+00 6.972107291221618652e-02 9.999701481285517835e-01
1.402018920898437500e+03 1.002685070037841797e+00 6.686040759086608887e-02 9.999708089058980676e-01
1.402048828125000000e+03 9.309566020965576172e-01 6.496149301528930664e-02 9.999710797736113266e-01
1.402078735351562500e+03 9.839145541191101074e-01 6.663443148136138916e-02 9.999710125251829451e-01
1.402108642578125000e+03 9.986371994018554688e-01 6.725302338600158691e-02 9.999707111556366268e-01
1.402138549804687500e+03 1.065559983253479004e+00 6.909689307212829590e-02 9.999702580569403976e-01
1.402168457031250000e+03 9.651221036911010742e-01 6.579531729221343994e-02 9.999697433239057576e-01
1.402198364257812500e+03 9.550002813339233398e-01 6.527534872293472290e-02 9.999692354753503265e-01
1.402228271484375000e+03 9.249706268310546875e-01 6.497787684202194214e-02 9.999687967382059339e-01
1.402258178710937500e+03 8.211855888366699219e-01 6.182418391108512878e-02 9.999684594998214937e-01
1.402288085937500000e+03 9.126730561256408691e-01 6.473909318447113037e-02 9.999682419167414960e-01
1.402317993164062500e+03 9.096181988716125488e-01 6.368900090456008911e-02 9.999681540665388280e-01
1.402347900390625000e+03 8.497651815414428711e-01 6.152381747961044312e-02 9.999682237685477704e-01
1.402377929687500000e+03 8.109148740768432617e-01 6.016024202108383179e-02 9.999684752627523432e-01
1.402407836914062500e+03 9.982457160949707031e-01 6.648495048284530640e-02 9.999689353136774761e-01
1.402437744140625000e+03 8.041076660156250000e-01 6.086695194244384766e-02 9.999696113532602348e-01
1.402467651367187500e+03 9.051428437232971191e-01 6.352399289608001709e-02 9.999704979786459003e-01
1.402497558593750000e+03 9.714842438697814941e-01 6.580162793397903442e-02 9.999715611190928000e-01
1.402527465820312500e+03 9.252385497093200684e-01 6.389712542295455933e-02 9.999727388521197913e-01
1.402557373046875000e+03 9.566743969917297363e-01 6.492928415536880493e-02 9.999739683080720587e-01
1.402587280273437500e+03 9.058766961097717285e-01 6.380361318588256836e-02 9.999751804104221042e-01
1.402617187500000000e+03 8.476456999778747559e-01 6.134981289505958557e-02 9.999763072961751487e-01
1.402647094726562500e+03 8.018186688423156738e-01 5.956099554896354675e-02 9.999772800582061860e-01
1.402677001953125000e+03 7.474804520606994629e-01 5.775252357125282288e-02 9.999780445281338803e-01
1.402706909179687500e+03 6.864549517631530762e-01 5.534290149807929993e-02 9.999785926465653008e-01
1.402736816406250000e+03 6.534724235534667969e-01 5.430752411484718323e-02 9.999789638993192842e-01
1.402766723632812500e+03 7.549749016761779785e-01 5.796525254845619202e-02 9.999792108086724696e-01
1.402796630859375000e+03 7.768165469169616699e-01 5.889326706528663635e-02 9.999793723018497449e-01
1.402826538085937500e+03 8.520022034645080566e-01 6.133958697319030762e-02 9.999794547392980570e-01
1.402856445312500000e+03 7.994357943534851074e-01 5.928213894367218018e-02 9.999794414608179638e-01
1.402886352539062500e+03 7.730668187141418457e-01 5.892472714185714722e-02 9.999793559471085169e-01
1.402916259765625000e+03 8.369213342666625977e-01 6.069537997245788574e-02 9.999792209686816369e-01
1.402946166992187500e+03 8.651821613311767578e-01 6.176369637250900269e-02 9.999790941209395490e-01
1.402976074218750000e+03 7.637842893600463867e-01 5.794368684291839600e-02 9.999790026702081169e-01
1.403005981445312500e+03 8.539724946022033691e-01 6.136361882090568542e-02 9.999789740168716357e-01
1.403035888671875000e+03 9.063655734062194824e-01 6.339849531650543213e-02 9.999790258398217890e-01
1.403065795898437500e+03 8.180413246154785156e-01 5.975912138819694519e-02 9.999792002547409631e-01
1.403095703125000000e+03 9.619693756103515625e-01 6.456855684518814087e-02 9.999816697363670404e-01
1.403125610351562500e+03 9.139696955680847168e-01 6.355669349431991577e-02 9.999879784005465400e-01
1.403155517578125000e+03 9.986292123794555664e-01 6.549721211194992065e-02 9.999942626865391260e-01
1.403185424804687500e+03 9.824591875076293945e-01 6.523689627647399902e-02 9.999994898680564237e-01
1.403215332031250000e+03 9.928201436996459961e-01 6.585507839918136597e-02 9.999998536629323143e-01
1.403245239257812500e+03 9.534480571746826172e-01 6.426109373569488525e-02 9.999998595374089971e-01
1.403275146484375000e+03 9.963039159774780273e-01 6.600900739431381226e-02 9.999998625459696200e-01
1.403305053710937500e+03 1.050796747207641602e+00 6.701704859733581543e-02 9.999998650323590477e-01
1.403334960937500000e+03 1.078504085540771484e+00 6.804498285055160522e-02 9.999998672284503565e-01
1.403364868164062500e+03 1.059356689453125000e+00 6.769459694623947144e-02 9.999998692394488353e-01
1.403394775390625000e+03 1.095307707786560059e+00 6.889563798904418945e-02 9.999998711209687752e-01
1.403424682617187500e+03 1.051651716232299805e+00 6.808039546012878418e-02 9.999998729054799806e-01
1.403454589843750000e+03 1.004525303840637207e+00 6.573688238859176636e-02 9.999998746133881289e-01
1.403484497070312500e+03 9.232769608497619629e-01 6.343527138233184814e-02 9.999998762583115486e-01
1.403514404296875000e+03 1.061438918113708496e+00 6.740523874759674072e-02 9.999998778498350172e-01
1.403544311523437500e+03 1.028241634368896484e+00 6.625565886497497559e-02 9.999998793950058973e-01
1.403574218750000000e+03 9.977418780326843262e-01 6.601253151893615723e-02 9.999998808991581445e-01
1.403604125976562500e+03 1.105960249900817871e+00 6.858864426612854004e-02 9.999998823664033587e-01
1.403634033203125000e+03 1.006366491317749023e+00 6.554277241230010986e-02 9.999998837999998225e-01
1.403663940429687500e+03 1.034776926040649414e+00 6.714466214179992676e-02 9.999998852026554808e-01
1.403693969726562500e+03 1.042747855186462402e+00 6.678847968578338623e-02 9.999998865766991374e-01
