x_med	x_mean	x_std	x_cfl11	x_cfl12	 x_cfl21	x_cfl22
14.308748	14.308111	0.028288	14.280498	14.335793	14.250728	14.362295
41.786710	41.800550	4.723271	37.087986	46.537563	32.598925	51.123764
0.347656	0.347656	0.000015	0.347641	0.347671	0.347626	0.347686
