x_med	x_mean	x_std	x_cfl11	x_cfl12	 x_cfl21	x_cfl22
15.029699	15.196922	1.124754	14.338148	16.407889	12.568189	17.271086
6.956854	11.590470	13.923212	4.657704	13.265591	2.469718	55.165839
0.347579	0.347576	0.000070	0.347568	0.347594	0.347434	0.347667
14.237019	14.392974	1.085077	13.863313	15.364162	11.472951	16.655269
5.603949	12.350127	17.189760	2.930004	19.060210	1.216846	70.144417
0.347868	0.347901	0.000183	0.347848	0.347892	0.347668	0.348650
