1144,1149,1154,1159,1164,1169,1174,1179,1184,1189,1194,1199,1204,1209,1214,1219,1224,1229,1234,1239,1244,1249,1254,1259,1264,1269,1274,1279,1300,1305,1310,1315,1320,1325,1330,1335,1340,1345,1350,1355,1360,1365,1370,1375,1380,1385,1390,1395,1400,1405,1410,1415,1420,1425,1430,1435,1440,1445,1450,1455,1460,1465,1470,1475,1480,1485,1490,1495,1500,1505,1510,1515,1520,1525,1530,1535,1540,1545,1550,1555,1560,1565,1570,1575,1580,1585,1590,1612,1617,1622,1627,1632,1637,1642,1647,1652,1657,1662,1667,1672,1677,1682,1687,1692,1697,1702,1707,1712,1717,1722,1727,1732,1737,1742,1747,1752,1757,1762,1767,1772,1777,1782
4.74806100871367E-06,4.64064336186737E-06,4.55378268500184E-06,4.57355040029944E-06,4.818852477974E-06,5.00775060819887E-06,4.91157199046304E-06,5.22422829081335E-06,5.28214691456755E-06,5.30705018858787E-06,5.53765267467971E-06,5.54963228913229E-06,5.59325903804177E-06,5.5263496158107E-06,5.47990765401658E-06,5.79739227981558E-06,5.85000303357654E-06,5.84313943593393E-06,5.69729249952464E-06,5.90786889342027E-06,5.73883729494463E-06,5.81918380944654E-06,5.52189012430077E-06,5.55286118176947E-06,5.55911642759763E-06,5.58799215151406E-06,5.5715009905122E-06,5.64462969179838E-06,5.51250957007987E-06,5.64965627002162E-06,5.64635954949915E-06,5.79861185800381E-06,5.81803909567413E-06,5.73744516250086E-06,6.05075014268147E-06,6.12558048460719E-06,6.09854575644406E-06,6.27027135654499E-06,6.0633034855054E-06,6.14443747139422E-06,6.0700533298294E-06,6.2223565621687E-06,6.3721373462495E-06,6.1107484608605E-06,6.07686808029536E-06,6.18259706506321E-06,6.00818787915795E-06,5.94934704417305E-06,6.08704457234284E-06,5.9658724988338E-06,5.89822494215032E-06,6.07504937390983E-06,5.8363245045259E-06,5.89436213363947E-06,5.9466025253974E-06,5.84654389688592E-06,5.90697663724759E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.80074382282965E-06,4.71111420557843E-06,4.5975179106882E-06,4.64546341170888E-06,4.8312617012832E-06,4.98659827751139E-06,4.9127607052977E-06,5.15993277942951E-06,5.24348635885223E-06,5.30530477509773E-06,5.51611491887375E-06,5.56051261815287E-06,5.64134956898025E-06,5.60253711206131E-06,5.63127451196772E-06,5.89316630880359E-06,5.98535921524534E-06,5.93063665940261E-06,5.84752046176164E-06,6.03376771866112E-06,5.88035866725526E-06,5.92723535669668E-06,5.67163400310972E-06,5.59339083694826E-06,5.62547894866992E-06,5.63840674157651E-06,5.54084862297005E-06,5.66372778276558E-06,5.52451403201985E-06,5.6200603200084E-06,5.60672160874507E-06,5.77004502666569E-06,5.76541555619838E-06,5.76914685052955E-06,6.03637273023292E-06,6.0993929357215E-06,6.09479970294544E-06,6.29558280253082E-06,6.09112924298242E-06,6.19266000797547E-06,6.24462288232121E-06,6.33712194664005E-06,6.44464930532287E-06,6.26673207935719E-06,6.27141668664021E-06,6.34313182329572E-06,6.1627096501834E-06,6.15582695214519E-06,6.29260328125568E-06,6.11308204908327E-06,6.07736197118687E-06,6.2679162857246E-06,5.98826021749296E-06,6.02816621257339E-06,6.06890175214281E-06,5.96136236203679E-06,5.97443271614049E-06,6.48056819137702E-06,6.38705080622938E-06,6.34374985430394E-06,6.28639752041662E-06,6.15517574977344E-06,6.3384053162589E-06,6.26930197185844E-06,6.22923139569961E-06,6.1793498510349E-06,6.4189771930691E-06,6.30771389319511E-06,6.20510056875242E-06,6.10954575514127E-06,6.38668829516741E-06,6.50345732517116E-06,6.47909259329236E-06,6.43364907535596E-06,6.66714764855519E-06,6.58352287107603E-06,6.63683071331799E-06,6.62739539877356E-06,6.88869179562687E-06,6.95394086212139E-06,7.08393423991147E-06,7.05407366104604E-06,6.83683490252898E-06,6.94276345053924E-06,6.82753215648678E-06,7.01024553349825E-06,6.76195238173458E-06,7.31863526127681E-06,7.21169440637479E-06,7.2142106432985E-06,7.35842095070696E-06,7.14954855750167E-06,6.97350792295631E-06,7.07584542479117E-06,7.20756074390142E-06,7.11891383932667E-06,7.06850818040486E-06,7.14309717174633E-06,7.03881289296188E-06,7.05523684817668E-06,6.98529452819528E-06,6.96211639037698E-06,7.08109450169547E-06,6.9625716551293E-06,7.11865560728868E-06,7.08001740041899E-06,7.17861699504372E-06,6.83568061731409E-06,7.08718209945492E-06,6.99133355889042E-06,6.99873145335085E-06,6.92659087181975E-06,6.86271640530345E-06,6.9355554253859E-06,6.88195772944957E-06,7.00695303722E-06,6.68796812890086E-06,6.7514745496709E-06,7.01136402193818E-06,7.03002431719555E-06,7.09441371847147E-06,7.22064295458753E-06
4.85122846871306E-06,4.79018760879889E-06,4.69686626697419E-06,4.75188124434782E-06,4.87624332582669E-06,5.00538328791416E-06,4.97112882767604E-06,5.1490163270257E-06,5.24049968191725E-06,5.30507497773552E-06,5.49150521324553E-06,5.5562679436104E-06,5.64147825165302E-06,5.663449766404E-06,5.74946097132424E-06,5.94114608490211E-06,6.03830468577222E-06,5.97828614189066E-06,5.9458449610904E-06,6.07506124164126E-06,5.94168176455551E-06,5.97655649015771E-06,5.7998196394363E-06,5.64279193629157E-06,5.69493207629815E-06,5.71423648326943E-06,5.54574085122832E-06,5.67766859438131E-06,5.56862024847308E-06,5.59941277149124E-06,5.59781002046418E-06,5.75524668044338E-06,5.76570999915566E-06,5.82128099457279E-06,6.04140359627727E-06,6.08821370989569E-06,6.11400453861525E-06,6.29319337696746E-06,6.14454802354933E-06,6.21843706112328E-06,6.35789677265616E-06,6.39346597805884E-06,6.48587208904409E-06,6.4064371320085E-06,6.45712308299806E-06,6.50295090456707E-06,6.31937501625181E-06,6.33840563307142E-06,6.46300085414692E-06,6.23314526292001E-06,6.18659140369422E-06,6.38898195823389E-06,6.10519627847636E-06,6.14240523330798E-06,6.14974273939771E-06,6.04794955776344E-06,6.0730825825762E-06,6.67890485808593E-06,6.55302516241305E-06,6.55335107868015E-06,6.46143803983316E-06,6.30404828392754E-06,6.47182064254864E-06,6.44522104964881E-06,6.3596184880459E-06,6.27184050159679E-06,6.46469498802482E-06,6.34064463381818E-06,6.29314518391853E-06,6.15016630070556E-06,6.37959424164324E-06,6.52667908707739E-06,6.46974716101466E-06,6.4757768897437E-06,6.70682669232904E-06,6.63632386331692E-06,6.67741636075968E-06,6.65850497913602E-06,6.84650519278008E-06,6.9244009291387E-06,7.10117561163941E-06,7.06426507370787E-06,6.86459978759084E-06,6.99697245720011E-06,6.95336675356029E-06,7.06422551293858E-06,6.85553956008596E-06,7.44454604374003E-06,7.37034341710197E-06,7.34853068989928E-06,7.46519131985792E-06,7.31915842609056E-06,7.15650118223691E-06,7.23918856467565E-06,7.47396565559655E-06,7.30788332799256E-06,7.22287290123309E-06,7.26191368446461E-06,7.17462429222307E-06,7.1961840700915E-06,7.12931712009989E-06,7.0928220316722E-06,7.17784935215824E-06,7.0631867301151E-06,7.23778407298468E-06,7.16747886463847E-06,7.31144962846213E-06,6.95577216089976E-06,7.20523689061779E-06,7.12442226850159E-06,7.09121824826029E-06,7.04154207695132E-06,7.00085679208649E-06,7.00701718580746E-06,6.91154727232702E-06,7.08069970332913E-06,6.74642150409842E-06,6.86879636188379E-06,6.99703449603122E-06,7.05834708748951E-06,7.0856595349315E-06,7.23355883407748E-06
4.92121979133076E-06,4.88848086749784E-06,4.83668798175836E-06,4.88835103544051E-06,4.96143245813399E-06,5.06919721713144E-06,5.07665962248414E-06,5.19107026757882E-06,5.2779722347762E-06,5.33038814918279E-06,5.47487872802307E-06,5.5465466266411E-06,5.6313122367183E-06,5.72261092986472E-06,5.85625863518663E-06,5.97406977843424E-06,6.05579915468214E-06,6.00877285408329E-06,6.01273718967218E-06,6.09091722644078E-06,5.97584386393663E-06,6.01474324660923E-06,5.92000225132216E-06,5.7126505577946E-06,5.78440709186757E-06,5.80813222719038E-06,5.58792472310514E-06,5.70440661943759E-06,5.62109159807762E-06,5.58792716826767E-06,5.62055753958995E-06,5.763534429008E-06,5.79916254498981E-06,5.88693605177607E-06,6.05768932199462E-06,6.08983514124935E-06,6.14693869711655E-06,6.29401562822439E-06,6.22819254137229E-06,6.25836232346837E-06,6.46505471949402E-06,6.4352396578406E-06,6.53078529840212E-06,6.54893668437971E-06,6.65885205521096E-06,6.6727972346024E-06,6.50617077711612E-06,6.53033718091934E-06,6.63421690844955E-06,6.35986081916368E-06,6.28233400408615E-06,6.47508995904063E-06,6.24538627534831E-06,6.28029204477883E-06,6.23488130625813E-06,6.15281261882691E-06,6.2035310493697E-06,6.815080189031E-06,6.69209492887352E-06,6.7233094036722E-06,6.62374060949393E-06,6.46553907529569E-06,6.63498102481794E-06,6.5929346970168E-06,6.49468736436007E-06,6.3956030759035E-06,6.51623796288802E-06,6.40731180985497E-06,6.39001955785816E-06,6.19849786035513E-06,6.34828195692427E-06,6.54410919940784E-06,6.46206260278744E-06,6.50555727772161E-06,6.71316630105834E-06,6.67717713811046E-06,6.7084778604531E-06,6.67116252716124E-06,6.80970529765666E-06,6.88295570628644E-06,7.10100678576993E-06,7.06009377253116E-06,6.84872960741417E-06,7.03351368552637E-06,7.03131340531012E-06,7.0768733215195E-06,6.90576863955987E-06,7.54619999719346E-06,7.47865240907112E-06,7.43744412553125E-06,7.54311975332732E-06,7.45770653275693E-06,7.31873350055908E-06,7.38944073648647E-06,7.67661553155235E-06,7.48651950529498E-06,7.38159352900536E-06,7.38401603873862E-06,7.29446723672813E-06,7.33151451515828E-06,7.24049740868816E-06,7.22166341647731E-06,7.26557531029988E-06,7.16968052391727E-06,7.3566355452096E-06,7.28511736852971E-06,7.41221673452475E-06,7.10067227759107E-06,7.29236997928612E-06,7.23545593282141E-06,7.16065631430748E-06,7.14542660238169E-06,7.09362319782531E-06,7.08381838649701E-06,6.96215800262873E-06,7.140253304857E-06,6.8072807535818E-06,6.96475087325E-06,7.03257006959916E-06,7.10928561353741E-06,7.13235598426929E-06,7.26487399342618E-06
5.01210777066805E-06,5.00618122483515E-06,4.99856826947671E-06,5.05196196357843E-06,5.08375972599559E-06,5.18114353208009E-06,5.22849336421577E-06,5.28317451655054E-06,5.35803739216482E-06,5.38632316209894E-06,5.48219741234086E-06,5.53948397339095E-06,5.62724749464655E-06,5.75304597538255E-06,5.91482355354801E-06,5.98254351571904E-06,6.04576534592549E-06,6.00735027514912E-06,6.02944400012936E-06,6.08116625352958E-06,5.98478019171559E-06,6.03491546494291E-06,6.00949022007162E-06,5.79466658104141E-06,5.88547438625057E-06,5.90807175956385E-06,5.67537277380969E-06,5.75307267763428E-06,5.68084798502859E-06,5.61183321599776E-06,5.68649295879367E-06,5.80643404299083E-06,5.8563575053611E-06,5.96710007696997E-06,6.08255527558166E-06,6.11328972106282E-06,6.18309147651194E-06,6.31172082738163E-06,6.33545758757217E-06,6.32116479137389E-06,6.55820578841352E-06,6.46397454067237E-06,6.57878247426257E-06,6.67350632940925E-06,6.83913117554069E-06,6.80535643118352E-06,6.68300668063031E-06,6.6940891560477E-06,6.77618246026091E-06,6.47525892565041E-06,6.36278491799819E-06,6.51842814347695E-06,6.39409902225213E-06,6.42467223349663E-06,6.32415891941614E-06,6.27256191424275E-06,6.34416022355099E-06,6.95314032423824E-06,6.84302268993639E-06,6.88641218087695E-06,6.81761054624072E-06,6.65670562406012E-06,6.82496862872927E-06,6.73762976412335E-06,6.65256690246213E-06,6.55610949091092E-06,6.57686040427721E-06,6.50101042718719E-06,6.49179851570695E-06,6.2574318475151E-06,6.31719568401956E-06,6.56219109534774E-06,6.46241342128485E-06,6.52398226149942E-06,6.69714135309817E-06,6.71785101373789E-06,6.75318814644729E-06,6.67351937293774E-06,6.78709031331996E-06,6.84228745102881E-06,7.1120528978954E-06,7.0676399626039E-06,6.82729003222281E-06,7.04772225469705E-06,7.07319016625301E-06,7.0723950985145E-06,6.93607482078333E-06,7.6367902346488E-06,7.58092547213084E-06,7.52073270860998E-06,7.60813077606475E-06,7.60399166211272E-06,7.49672756059448E-06,7.55312290439264E-06,7.86232633611013E-06,7.6778759019582E-06,7.57255335651579E-06,7.55390751431375E-06,7.4345794169424E-06,7.48717485126341E-06,7.34574210640322E-06,7.38422159418043E-06,7.35560291947996E-06,7.30049902816907E-06,7.47313833797088E-06,7.44510950558624E-06,7.52900504079436E-06,7.2758780484415E-06,7.38184408541159E-06,7.35207648008332E-06,7.25099164440073E-06,7.26164083569416E-06,7.19002489047933E-06,7.19260354297567E-06,7.05596350703882E-06,7.21145020777729E-06,6.89637987172818E-06,7.07191634270174E-06,7.11911919978411E-06,7.18150109978045E-06,7.22619231748576E-06,7.31331720148057E-06
5.12008030374431E-06,5.14576530062734E-06,5.17666619339474E-06,5.24488756142666E-06,5.23951733102752E-06,5.32706518129324E-06,5.41686917921515E-06,5.40345141395198E-06,5.46199952390615E-06,5.47177197000071E-06,5.51405727677997E-06,5.55195863671412E-06,5.62897479898181E-06,5.74289750715937E-06,5.91172971622909E-06,5.96236245554503E-06,6.02037380275934E-06,5.97782587775414E-06,6.0067255054469E-06,6.05196251287143E-06,5.98678139526035E-06,6.03393898237171E-06,6.06481360748279E-06,5.87522278793171E-06,5.97947896492297E-06,6.00642388921586E-06,5.80114870316773E-06,5.82827860972259E-06,5.76518326254344E-06,5.69229450769818E-06,5.79726362250936E-06,5.8877978972892E-06,5.9307954061369E-06,6.06817858884565E-06,6.12283697981577E-06,6.16695501405748E-06,6.22730809300901E-06,6.35643835521709E-06,6.45177017283516E-06,6.40972007319013E-06,6.65151583156732E-06,6.49413539909135E-06,6.62957256411806E-06,6.77878878566741E-06,6.97993714526913E-06,6.86606831963388E-06,6.81525013643267E-06,6.8062302990924E-06,6.88273404056227E-06,6.56877222102572E-06,6.44267405135477E-06,6.54743067157455E-06,6.53685151492567E-06,6.55471734273774E-06,6.42219024279709E-06,6.40195428077801E-06,6.48097132655354E-06,7.0871782140902E-06,6.99275650176751E-06,7.02269153304209E-06,7.02262787583829E-06,6.84359848643382E-06,7.00892354636897E-06,6.87022588203313E-06,6.80550560435149E-06,6.73100726461068E-06,6.64108661326443E-06,6.61459567285709E-06,6.59498187642152E-06,6.33707628143285E-06,6.32930326239537E-06,6.59594810196559E-06,6.48023687681259E-06,6.53927462001994E-06,6.6767928993784E-06,6.75402654313567E-06,6.81521185407133E-06,6.67443441677815E-06,6.78835835285789E-06,6.81539256449828E-06,7.12633496534744E-06,7.08954694532848E-06,6.81615338421463E-06,7.03501727625725E-06,7.07441051345995E-06,7.06312755851453E-06,6.95469299779121E-06,7.69072449124537E-06,7.65870458389263E-06,7.59650811422712E-06,7.65138281860703E-06,7.7546574709963E-06,7.66357298991163E-06,7.70763912837073E-06,8.0137058150605E-06,7.84843997013762E-06,7.77881992070421E-06,7.76734493093467E-06,7.59015225846035E-06,7.65094906689056E-06,7.44169655925077E-06,7.5697616750865E-06,7.44992549600421E-06,7.45139991880228E-06,7.57203865299537E-06,7.62176331449596E-06,7.66720779785199E-06,7.45654242631708E-06,7.48130877271519E-06,7.46720624506648E-06,7.37856993006142E-06,7.40000846133568E-06,7.31310633878191E-06,7.32927347863796E-06,7.20321263816336E-06,7.3052990529729E-06,7.02506848237462E-06,7.19946730572468E-06,7.25423828373364E-06,7.28134282237179E-06,7.35155285969722E-06,7.40363404436459E-06
5.2398254740951E-06,5.30048628284315E-06,5.36957184816039E-06,5.4608893653784E-06,5.42698643199643E-06,5.49125447011816E-06,5.62154670229097E-06,5.53183394078139E-06,5.56857077746054E-06,5.58536909679041E-06,5.56360868595863E-06,5.59700800588368E-06,5.62490352496541E-06,5.70380072330269E-06,5.85866102262566E-06,5.91074475130363E-06,5.97370198402253E-06,5.93014902089464E-06,5.95857216335613E-06,6.00108479456291E-06,5.98491647861778E-06,6.01264289204397E-06,6.08849275631998E-06,5.93857179067316E-06,6.04049332018453E-06,6.1002203665823E-06,5.95216446752015E-06,5.93066606708317E-06,5.8980909058715E-06,5.83305115217566E-06,5.94826628567771E-06,6.00450640764978E-06,6.03043676890509E-06,6.19022142283492E-06,6.18461600719307E-06,6.25397719791479E-06,6.29841778726996E-06,6.42254525520947E-06,6.56044836247604E-06,6.5151821923532E-06,6.75790556367373E-06,6.54099487943536E-06,6.67214600489062E-06,6.85385190859388E-06,7.05917520947403E-06,6.84318223195862E-06,6.87605465363654E-06,6.85255076553631E-06,6.948058606797E-06,6.62953185044284E-06,6.52928281540287E-06,6.58521399455399E-06,6.6554355470307E-06,6.64818347927468E-06,6.5239461670087E-06,6.53454362968792E-06,6.60575120287172E-06,7.21750908164836E-06,7.14820256214842E-06,7.1394988684131E-06,7.22302315597165E-06,7.01342828226876E-06,7.18539952480582E-06,7.00838142625517E-06,6.9469261497607E-06,6.90231082492267E-06,6.72422700571948E-06,6.74265354738409E-06,6.71611977644E-06,6.46215751030062E-06,6.41681931010425E-06,6.67010219020379E-06,6.53248048097134E-06,6.57685350294274E-06,6.68336271327157E-06,6.79272899067324E-06,6.89670490111503E-06,6.69714382762689E-06,6.81928685869057E-06,6.81284418929743E-06,7.13747324230937E-06,7.11819730011378E-06,6.83302496028634E-06,7.01151455269915E-06,7.058248908619E-06,7.06931966272979E-06,6.9865551747049E-06,7.70776281587576E-06,7.70617831468587E-06,7.67267056556516E-06,7.68846612728758E-06,7.90879814709369E-06,7.79995345747517E-06,7.84629468753253E-06,8.14371661156201E-06,7.99441117348921E-06,7.98179946172007E-06,8.00811409017751E-06,7.76120705771554E-06,7.81405374321081E-06,7.54863648343623E-06,7.7649073282443E-06,7.56297853332074E-06,7.63079826107466E-06,7.65941575369814E-06,7.79012011767101E-06,7.83352841571343E-06,7.63417509908165E-06,7.6045219347345E-06,7.59502568311842E-06,7.55415731172873E-06,7.57907490964728E-06,7.49622342589999E-06,7.50202009185529E-06,7.39513628185825E-06,7.43446501380534E-06,7.20563453928181E-06,7.36453122768515E-06,7.42643261053296E-06,7.41745695095304E-06,7.49612243319021E-06,7.55409814113901E-06
5.3673862655187E-06,5.45994766961739E-06,5.5677363822706E-06,5.68157045453148E-06,5.63707364021145E-06,5.66154765477248E-06,5.8197132228127E-06,5.65000606856416E-06,5.65980716324049E-06,5.71695736825309E-06,5.62814981194281E-06,5.67141444015438E-06,5.61513164234663E-06,5.65908512231213E-06,5.7876740495513E-06,5.83416855672968E-06,5.90267814533014E-06,5.87710122338107E-06,5.89409395805729E-06,5.93234260730881E-06,5.96707059514414E-06,5.98239051238198E-06,6.08853706647427E-06,5.97551038540783E-06,6.05905090054883E-06,6.18933459623365E-06,6.11212639957405E-06,6.05349281815633E-06,6.08850425067865E-06,6.01765074231551E-06,6.13222533989774E-06,6.14736361680736E-06,6.17030626176865E-06,6.32921947641013E-06,6.26873743177825E-06,6.36972610403241E-06,6.41041903896706E-06,6.49398327821468E-06,6.65663647124212E-06,6.62482529456162E-06,6.87324883635523E-06,6.61479884912998E-06,6.68744145222507E-06,6.88200234802976E-06,7.06761926006228E-06,6.75753220198109E-06,6.86500581123778E-06,6.8400556775189E-06,6.96534529503245E-06,6.6491772077044E-06,6.62248177669462E-06,6.63285585365593E-06,6.73196391648626E-06,6.7058543151339E-06,6.62722144532182E-06,6.66713272210847E-06,6.71803894096271E-06,7.32706610219585E-06,7.30689187400698E-06,7.25095165760768E-06,7.4026282015093E-06,7.17069932136943E-06,7.35787878710153E-06,7.15155093742792E-06,7.08225190858615E-06,7.05041680160041E-06,6.84001115239802E-06,6.88048673718402E-06,6.86621928796842E-06,6.64360445045765E-06,6.58780386216409E-06,6.80183972045199E-06,6.64458683752574E-06,6.65959108924195E-06,6.74207622249137E-06,6.84853821982591E-06,6.99482990293069E-06,6.7640933270782E-06,6.88036050268716E-06,6.84375634956673E-06,7.14324651066944E-06,7.1424076200755E-06,6.88052222650211E-06,6.99834128606932E-06,7.05084640506909E-06,7.10750145336418E-06,7.04779829823807E-06,7.70064750212804E-06,7.72140120541344E-06,7.74382929362959E-06,7.72684547914145E-06,8.03979744417284E-06,7.88972267844969E-06,7.97388606083591E-06,8.25301853652299E-06,8.12710188136571E-06,8.15362287075179E-06,8.24239663823235E-06,7.93787835524107E-06,7.96271780795604E-06,7.68196859878118E-06,7.94271347403837E-06,7.69514354585724E-06,7.8393618835728E-06,7.74445739815274E-06,7.94096006857034E-06,8.01301310452946E-06,7.81599152363918E-06,7.75507036381293E-06,7.75597302602602E-06,7.77368343519782E-06,7.79403542493501E-06,7.74278290342583E-06,7.72399321745477E-06,7.60958428773902E-06,7.60195996496607E-06,7.4446407578588E-06,7.58140856424685E-06,7.63079324945561E-06,7.59321807648339E-06,7.66431739977945E-06,7.75870846498921E-06
5.50064940953979E-06,5.61248748364302E-06,5.75734916279649E-06,5.87889003396719E-06,5.8502960051398E-06,5.82421359467643E-06,5.98854749420477E-06,5.75046836437928E-06,5.72529870102367E-06,5.84403790548135E-06,5.70687753391004E-06,5.75868154249669E-06,5.61301554291648E-06,5.62695514044484E-06,5.72807897110511E-06,5.74743171239381E-06,5.82004235599908E-06,5.82455167779335E-06,5.81984861751477E-06,5.8577774627097E-06,5.91805766528185E-06,5.95542394258069E-06,6.07234267915904E-06,5.98780835102591E-06,6.05289221796627E-06,6.27211685071355E-06,6.26460298284297E-06,6.18389827180232E-06,6.31753186604799E-06,6.2217986060995E-06,6.34483500539997E-06,6.31090336385734E-06,6.36388730137191E-06,6.4828724609144E-06,6.38046633694637E-06,6.50957612997609E-06,6.55379541819661E-06,6.55626649647964E-06,6.75030873018294E-06,6.72339985398423E-06,6.9685083571035E-06,6.69993789354685E-06,6.67100674841741E-06,6.85427244376722E-06,7.01010143964468E-06,6.64952358882463E-06,6.80706487744923E-06,6.78577738709156E-06,6.93356422836194E-06,6.62908218926372E-06,6.7070461880877E-06,6.67559825530129E-06,6.75641276491751E-06,6.7486825331129E-06,6.737538452285E-06,6.7927080652188E-06,6.82100226331259E-06,7.40961956988258E-06,7.45622354440674E-06,7.36397663136614E-06,7.56204591997296E-06,7.31959985500052E-06,7.51737780240808E-06,7.27902423847352E-06,7.22379979193988E-06,7.1712486217142E-06,6.98700874935371E-06,7.02477775934322E-06,7.04792400077056E-06,6.87439923032596E-06,6.83240065835205E-06,6.99432537119415E-06,6.83168938797624E-06,6.80458280236002E-06,6.85987976463219E-06,6.94285739111828E-06,7.11168593889332E-06,6.88016564012642E-06,6.96116289071385E-06,6.91160065753641E-06,7.14807213992106E-06,7.16467914205955E-06,6.95224958613814E-06,7.01896297386399E-06,7.07480479948014E-06,7.18633496672999E-06,7.14031123006218E-06,7.68693851015242E-06,7.70665515097929E-06,7.79544319010284E-06,7.763114227503E-06,8.12297738350909E-06,7.93479063239863E-06,8.09756069891558E-06,8.33249944042937E-06,8.25125738129884E-06,8.27544873988169E-06,8.43651503340926E-06,8.10379967469478E-06,8.09487677711477E-06,7.84232738404335E-06,8.08160733780964E-06,7.83706549862678E-06,8.05931251448658E-06,7.84410228585087E-06,8.08159928098312E-06,8.18083492437852E-06,8.01351290623003E-06,7.93857723760931E-06,7.96670665100793E-06,8.02912726860298E-06,8.02791769837306E-06,8.0311207906077E-06,8.00568114973873E-06,7.83191889260749E-06,7.81292833525074E-06,7.74367032707739E-06,7.86158229341741E-06,7.86397241362639E-06,7.81001659851726E-06,7.86733578677544E-06,7.99331725997316E-06
